923	1	480	0
46	2	189	0
188	3	639	0
436	4	391	0
311	5	110	0
977	6	316	0
316	6	977	0
168	4	684	0
566	3	345	0
273	7	67	0
871	8	120	0
851	9	164	0
58	4	493	0
85	5	923	0
637	5	923	0
276	10	878	0
878	10	276	0
519	11	399	0
399	11	519	0
893	4	164	0
851	12	120	0
127	4	775	0
872	13	195	0
977	6	316	0
316	6	977	0
168	4	684	0
337	15	977	0
977	3	431	0
586	3	431	0
316	16	431	0
36	13	275	0
179	4	797	0
923	1	480	0
923	3	480	0
817	17	295	0
817	17	295	0
106	4	345	0
85	16	923	0
85	4	637	0
316	13	431	0
316	13	431	0
923	1	480	0
923	1	480	0
114	4	923	0
923	2	606	0
763	4	977	0
160	4	923	0
327	4	71	0
327	7	977	0
142	7	718	0
296	19	420	0
420	19	296	0
296	20	847	0
847	21	296	0
563	22	923	0
452	23	775	0
452	9	270	0
851	5	436	0
120	24	726	0
120	25	930	0
758	26	369	0
369	26	758	0
991	19	782	0
991	19	14	0
991	19	100	0
782	19	991	0
14	19	991	0
100	19	991	0
30	4	164	0
871	17	917	0
871	17	851	0
953	4	448	0
345	19	923	0
923	19	345	0
85	5	147	0
977	16	316	0
878	12	739	0
316	27	431	0
120	25	930	0
302	7	316	0
493	7	316	0
950	5	851	0
587	5	923	0
262	5	354	0
302	25	967	0
53	28	977	0
368	29	749	0
368	30	977	0
638	31	282	0
878	2	431	0
878	12	859	0
937	20	854	0
854	21	937	0
606	5	637	0
606	5	923	0
763	15	528	0
316	32	409	0
640	3	778	0
496	5	977	0
496	15	27	0
483	4	27	0
483	4	977	0
483	5	977	0
483	15	27	0
749	33	977	0
977	33	749	0
878	12	749	0
739	12	878	0
726	24	930	0
871	4	950	0
961	4	979	0
296	19	420	0
420	19	296	0
851	15	871	0
744	19	152	0
152	19	744	0
189	16	221	0
871	17	917	0
684	26	878	0
878	26	684	0
950	8	851	0
871	8	851	0
950	9	653	0
772	13	333	0
893	4	120	0
801	5	961	0
172	4	316	0
89	35	788	0
871	17	851	0
120	17	851	0
120	4	164	0
893	7	164	0
893	4	164	0
142	4	71	0
977	7	71	0
510	15	71	0
864	15	71	0
627	13	431	0
878	19	684	0
684	19	878	0
644	36	675	0
644	17	166	0
14	2	923	0
871	17	851	0
120	17	440	0
102	17	588	0
102	17	588	0
431	19	977	0
977	19	431	0
299	23	851	0
665	38	123	0
851	30	299	0
893	4	436	0
893	5	851	0
826	7	888	0
120	4	189	0
927	4	189	0
277	4	536	0
277	20	120	0
120	21	277	0
779	15	164	0
190	4	189	0
190	7	189	0
190	13	189	0
499	28	216	0
436	23	435	0
950	4	120	0
950	4	435	0
827	12	545	0
923	1	480	0
968	1	923	0
480	1	637	0
995	1	196	0
480	28	490	0
85	5	923	0
637	5	923	0
85	4	637	0
85	5	923	0
3	4	475	0
3	20	717	0
717	21	3	0
3	4	717	0
190	7	189	0
190	13	189	0
927	4	871	0
677	39	940	0
677	30	940	0
871	17	851	0
440	41	851	0
878	12	859	0
17	5	982	0
282	42	333	0
431	33	977	0
977	33	431	0
851	9	712	0
391	12	245	0
69	9	164	0
977	5	637	0
977	43	637	0
637	43	977	0
171	16	961	0
85	4	637	0
606	7	370	0
644	17	166	0
370	4	923	0
168	26	684	0
684	26	168	0
847	7	688	0
775	11	970	0
970	11	775	0
480	1	923	0
760	4	275	0
760	3	923	0
923	24	480	0
510	7	71	0
871	4	438	0
950	8	851	0
871	8	851	0
950	9	653	0
871	17	851	0
871	17	851	0
826	7	888	0
190	4	189	0
190	7	189	0
190	13	189	0
391	20	120	0
888	7	120	0
120	21	391	0
888	13	712	0
826	7	888	0
277	4	536	0
277	20	120	0
120	21	277	0
871	17	851	0
950	5	848	0
871	17	917	0
391	12	245	0
851	9	377	0
120	44	851	0
941	44	851	0
941	44	741	0
779	15	164	0
893	2	310	0
120	11	245	0
391	5	797	0
3	4	475	0
3	20	717	0
717	21	3	0
3	4	717	0
851	7	190	0
227	19	475	0
475	19	227	0
102	17	588	0
918	42	570	0
244	42	253	0
54	42	253	0
120	44	851	0
941	44	851	0
941	44	741	0
220	4	125	0
977	13	749	0
114	29	224	0
224	29	114	0
749	33	977	0
977	33	749	0
998	4	977	0
878	4	955	0
878	4	827	0
878	4	671	0
114	29	224	0
224	29	114	0
114	4	923	0
893	4	164	0
893	4	164	0
510	7	71	0
1	4	352	0
58	35	273	0
977	6	316	0
316	6	977	0
168	4	684	0
368	29	749	0
368	30	977	0
847	7	683	0
683	7	847	0
872	13	195	0
872	41	195	0
195	39	872	0
872	13	195	0
510	17	588	0
684	46	316	0
684	46	970	0
684	7	99	0
635	15	316	0
428	10	977	0
977	10	428	0
636	17	810	0
740	4	810	0
878	5	316	0
977	48	71	0
977	7	71	0
871	17	851	0
636	4	760	0
390	5	643	0
135	4	760	0
135	4	84	0
791	7	851	1
58	35	273	1
878	16	955	1
893	46	712	1
381	5	471	1
471	5	812	1
752	51	775	1
878	16	955	1
778	19	27	1
27	19	778	1
192	23	230	1
639	15	705	1
916	48	54	1
916	48	54	1
892	29	54	1
120	17	440	1
639	15	705	1
230	5	54	1
120	53	726	1
817	17	295	1
817	17	295	1
937	17	54	1
937	17	471	1
563	22	923	1
688	7	739	1
688	15	316	1
807	13	316	1
847	32	683	1
923	1	480	1
923	1	480	1
114	29	224	1
224	29	114	1
114	4	923	1
71	5	716	1
745	4	53	1
189	4	591	1
928	4	164	1
961	16	925	1
511	7	847	1
316	1	53	1
87	4	316	1
164	4	941	1
652	7	164	1
83	4	637	1
726	17	930	1
726	7	977	1
164	4	120	1
791	19	164	1
164	19	791	1
977	4	612	1
691	4	265	1
390	55	643	1
164	4	120	1
791	19	164	1
164	19	791	1
120	5	520	1
588	15	328	1
872	13	346	1
431	17	930	1
164	4	120	1
791	19	164	1
164	19	791	1
511	7	847	1
570	17	688	1
837	38	851	1
436	4	871	1
228	19	893	1
893	19	228	1
4	7	851	1
588	15	328	1
316	2	977	1
369	20	316	1
316	21	369	1
654	11	399	1
399	11	654	1
399	11	654	1
654	11	399	1
77	17	54	1
192	17	54	1
982	7	218	1
982	7	134	1
854	33	493	1
493	33	854	1
923	29	653	1
653	29	923	1
651	4	923	1
654	11	399	1
399	11	654	1
399	11	654	1
654	11	399	1
316	55	654	1
399	55	654	1
654	55	316	1
399	55	316	1
654	55	399	1
316	55	399	1
997	2	287	1
997	2	287	1
684	26	672	1
672	26	684	1
672	4	684	1
684	4	672	1
684	58	316	1
672	58	316	1
684	26	672	1
672	26	684	1
851	15	189	1
871	17	550	1
540	5	58	1
210	5	58	1
691	4	265	1
940	8	265	1
893	38	917	1
327	4	977	1
977	44	726	1
724	33	663	1
663	33	724	1
70	31	755	1
927	5	438	1
0	26	114	1
114	26	0	1
69	4	179	1
179	4	69	1
436	4	712	1
4	4	189	1
436	9	712	1
684	29	672	1
672	29	684	1
672	26	684	1
684	26	672	1
316	11	496	1
496	11	316	1
298	15	164	1
835	23	637	1
921	4	316	1
878	19	684	1
684	19	878	1
871	4	120	1
594	5	565	1
941	5	164	1
878	16	684	1
878	2	431	1
928	4	712	1
928	7	652	1
684	55	672	1
672	55	684	1
316	7	496	1
684	29	672	1
672	29	684	1
310	4	46	1
310	15	189	1
337	60	99	1
422	30	842	1
940	13	677	1
708	19	908	1
942	19	908	1
908	19	708	1
942	19	708	1
908	19	942	1
708	19	942	1
337	4	316	1
337	2	977	1
186	13	749	1
670	5	847	1
670	5	683	1
677	30	940	1
677	30	940	1
851	48	120	1
871	17	917	1
241	13	189	1
241	13	888	1
241	4	189	1
142	7	316	1
142	10	977	1
977	10	142	1
32	12	316	1
698	4	68	1
847	13	511	1
316	26	496	1
684	26	496	1
672	26	496	1
496	26	316	1
684	26	316	1
672	26	316	1
496	26	684	1
316	26	684	1
672	26	684	1
496	26	672	1
316	26	672	1
684	26	672	1
688	42	764	1
316	2	977	1
688	41	313	1
878	5	684	1
316	32	409	1
190	7	189	1
190	13	189	1
316	17	929	1
869	2	977	1
604	31	788	1
36	4	962	1
739	12	878	1
878	12	739	1
739	12	878	1
214	4	878	1
341	2	181	1
181	2	341	1
684	10	672	1
672	10	684	1
684	4	316	1
171	11	997	1
997	11	171	1
431	12	684	1
375	42	13	1
154	17	375	1
422	30	842	1
940	13	677	1
677	30	940	1
940	13	677	1
691	4	265	1
454	4	189	1
287	12	997	1
241	20	120	1
120	21	241	1
779	62	454	1
672	19	684	1
684	19	672	1
644	17	166	1
114	19	836	1
836	19	114	1
644	17	844	1
864	3	961	1
391	12	120	1
241	15	189	1
179	4	164	1
698	17	309	1
85	4	637	1
85	5	923	1
575	41	610	1
610	42	575	1
871	17	943	1
431	26	878	1
878	26	431	1
878	11	431	1
878	19	684	1
684	19	878	1
847	25	346	1
736	5	346	1
684	26	672	1
672	26	684	1
672	4	684	1
684	4	672	1
579	4	923	1
164	9	717	1
746	19	520	1
520	19	746	1
893	3	717	1
893	12	391	1
893	12	277	1
120	17	917	1
851	5	164	1
717	44	591	1
440	64	917	1
332	32	827	1
940	27	265	1
940	41	677	1
311	4	846	1
566	1	623	1
211	4	337	1
591	29	347	1
798	20	28	1
798	20	890	1
28	21	798	1
890	21	798	1
798	12	374	1
940	41	677	1
265	4	305	1
265	4	940	1
940	13	422	1
677	30	940	1
422	30	842	1
940	13	677	1
677	30	940	1
698	4	68	1
684	19	168	1
168	19	684	1
316	15	431	1
684	5	977	1
684	5	586	1
147	17	606	1
510	3	873	1
977	19	970	1
970	19	977	1
13	23	180	1
13	5	773	1
878	19	684	1
684	19	878	1
878	19	859	1
859	19	878	1
436	4	120	1
871	17	943	1
190	7	826	1
190	13	826	1
871	17	917	1
120	17	917	1
871	17	550	1
190	7	826	1
190	13	826	1
189	12	120	1
189	12	120	1
851	62	4	1
851	62	440	1
536	4	189	1
536	4	712	1
241	13	189	1
241	13	888	1
241	4	189	1
190	20	120	1
120	21	190	1
888	7	189	1
241	13	189	1
241	13	888	1
241	4	189	1
893	4	120	1
893	4	120	1
893	4	405	1
454	4	241	1
851	48	120	1
826	4	164	1
826	7	164	1
826	4	164	1
893	7	189	1
241	13	189	1
190	7	826	1
190	13	826	1
241	20	120	1
120	21	241	1
779	62	454	1
779	4	454	1
391	12	120	1
179	4	164	1
923	11	977	1
977	11	923	1
114	29	224	1
224	29	114	1
114	4	923	1
147	4	923	1
763	4	147	1
878	10	316	1
316	10	878	1
977	3	431	1
893	3	717	1
591	29	347	1
789	12	120	1
69	4	779	1
779	4	69	1
189	20	120	1
120	21	189	1
440	64	917	1
298	15	164	1
893	12	391	1
893	12	277	1
391	12	120	1
440	64	917	1
893	3	717	1
241	15	189	1
454	4	189	1
683	4	872	1
511	7	847	1
739	26	878	1
878	26	739	1
878	16	684	1
977	15	316	1
316	16	431	1
316	27	431	1
771	4	71	1
698	4	68	1
878	19	684	1
684	19	878	1
878	19	859	1
859	19	878	1
168	19	684	1
684	19	168	1
381	23	804	1
859	10	878	1
878	10	859	1
878	19	684	1
878	19	431	1
684	19	878	1
431	19	878	1
691	41	677	1
316	32	409	1
220	19	720	1
720	19	220	1
720	20	125	1
125	21	720	1
220	3	541	1
220	19	720	1
720	19	220	1
220	3	541	1
878	16	684	1
677	30	940	1
677	30	940	1
391	4	164	1
13	17	180	1
878	10	316	1
316	10	878	1
977	3	431	1
677	5	842	1
677	30	842	1
35	4	738	1
35	4	738	1
977	13	71	1
390	55	643	1
35	4	662	1
662	17	180	1
961	22	493	1
13	17	180	1
241	12	851	1
241	12	120	1
454	12	851	1
241	12	120	1
878	19	684	1
684	19	878	1
142	4	71	1
977	10	71	1
71	10	977	1
147	9	606	1
749	33	977	1
977	33	749	1
998	4	977	1
320	13	368	1
316	2	977	1
739	26	878	1
878	26	739	1
691	8	265	1
316	32	409	1
422	30	842	1
940	13	677	1
316	7	496	1
684	29	672	1
672	29	684	1
847	32	683	1
333	24	409	1
114	3	167	1
29	10	127	1
127	10	29	1
5	4	906	1
188	4	705	1
234	4	507	1
153	4	977	1
871	13	120	1
610	42	575	1
977	9	53	1
991	5	53	1
991	7	53	1
677	30	940	1
940	64	677	1
531	17	471	1
531	17	471	1
977	5	637	1
977	43	637	1
637	43	977	1
689	23	760	1
316	24	409	1
878	12	688	1
222	48	316	1
58	4	493	1
810	64	636	1
643	41	810	1
636	41	643	1
775	24	726	2
871	64	851	2
644	36	675	2
644	17	166	2
29	10	127	2
127	10	29	2
29	4	775	2
102	4	328	2
46	11	712	2
120	44	923	2
436	4	164	2
662	17	180	2
120	44	923	2
878	10	684	2
684	10	878	2
923	19	726	2
726	19	923	2
310	7	164	2
310	13	164	2
310	13	436	2
712	4	164	2
280	4	207	2
923	19	53	2
53	19	923	2
356	19	739	2
739	19	356	2
878	19	739	2
739	19	878	2
878	26	739	2
739	26	878	2
114	3	224	2
878	19	684	2
684	19	878	2
189	7	871	2
189	15	164	2
98	13	266	2
878	19	859	2
878	10	316	2
859	19	878	2
316	10	878	2
120	7	164	2
120	7	241	2
851	48	120	2
878	55	739	2
684	4	316	2
878	16	684	2
739	19	878	2
878	19	739	2
739	19	684	2
878	19	684	2
684	19	739	2
684	19	878	2
672	19	684	2
684	19	672	2
496	11	316	2
316	11	496	2
940	13	677	2
188	4	775	2
188	4	566	2
575	13	610	2
316	27	431	2
114	4	923	2
114	4	923	2
114	4	876	2
796	4	372	2
146	41	822	2
871	5	851	2
653	15	245	2
316	9	586	2
425	12	684	2
194	10	187	2
187	10	194	2
878	5	684	2
739	4	878	2
189	9	164	2
4	9	164	2
871	4	4	2
189	30	893	2
189	30	871	2
878	55	688	2
188	4	566	2
878	55	859	2
878	19	859	2
859	19	878	2
698	23	309	2
584	19	114	2
114	19	584	2
590	29	114	2
3	4	189	2
399	3	716	2
232	12	712	2
232	12	567	2
677	30	940	2
940	13	677	2
189	4	164	2
189	4	438	2
189	4	164	2
189	4	438	2
951	70	431	2
946	24	581	2
329	5	643	2
982	20	192	2
192	21	982	2
46	4	893	2
0	26	114	2
114	26	0	2
188	4	775	2
188	4	566	2
327	4	977	2
327	4	977	2
923	71	637	2
923	27	637	2
893	5	851	2
893	4	717	2
888	3	536	2
888	3	189	2
684	26	672	2
672	26	684	2
763	3	675	2
851	42	436	2
438	13	436	2
179	4	436	2
851	5	164	2
739	19	878	2
878	19	739	2
684	26	878	2
878	26	684	2
951	2	586	2
948	13	282	2
333	27	409	2
431	12	560	2
560	12	431	2
431	12	560	2
560	12	431	2
328	4	425	2
91	24	624	2
878	3	431	2
684	27	431	2
878	2	431	2
431	15	316	2
316	27	431	2
739	4	977	2
600	72	788	2
275	72	788	2
604	31	788	2
962	31	788	2
405	4	653	2
120	60	726	2
977	2	422	2
698	17	68	2
744	4	670	2
744	19	935	2
935	19	744	2
865	4	670	2
706	3	670	2
706	4	670	2
588	12	688	2
14	12	977	2
14	20	977	2
977	21	14	2
875	12	302	2
864	12	684	2
734	4	486	2
210	73	113	2
739	26	878	2
878	26	739	2
878	19	739	2
878	10	316	2
739	19	878	2
316	10	878	2
977	3	431	2
53	17	930	2
654	11	316	2
399	11	316	2
399	11	654	2
654	11	399	2
120	5	941	2
380	53	979	2
942	11	316	2
248	12	431	2
798	4	923	2
925	4	352	2
352	5	925	2
14	12	977	2
961	55	977	2
977	55	961	2
961	19	977	2
977	19	961	2
670	24	70	2
299	44	4	2
189	4	4	2
173	4	68	2
684	58	316	2
672	58	316	2
684	19	672	2
672	19	684	2
588	12	688	2
859	20	977	2
977	21	859	2
684	58	316	2
672	58	316	2
684	19	672	2
672	19	684	2
890	7	668	2
391	12	120	2
173	4	698	2
316	9	977	2
316	9	586	2
977	12	316	2
941	5	851	2
739	19	878	2
878	19	739	2
739	3	977	2
596	28	657	2
