55	3	270	0
182	1	241	0
388	15	578	0
43	6	502	0
43	5	24	0
102	5	24	0
502	2	388	0
388	15	478	0
617	14	241	0
502	15	241	0
388	15	502	0
502	15	388	0
388	2	502	0
617	14	388	0
502	3	148	0
15	5	451	0
336	9	309	0
119	5	309	0
336	5	309	0
197	5	431	0
605	5	184	0
305	2	507	0
397	7	354	0
475	9	184	0
514	1	184	0
305	5	184	0
283	2	196	0
175	5	20	0
256	1	190	0
338	2	424	0
429	6	115	0
429	9	115	0
351	1	168	0
201	7	319	0
211	5	591	0
430	7	282	0
215	2	171	0
215	9	213	0
550	9	213	0
16	5	213	0
341	7	171	0
400	1	213	0
534	9	213	0
11	5	597	0
11	6	597	0
338	2	516	0
338	2	345	0
587	2	587	0
516	2	338	0
580	3	338	0
567	1	140	0
51	5	547	0
322	5	547	0
620	5	547	0
377	1	547	0
506	14	488	0
506	14	143	0
506	2	143	0
155	5	488	0
143	5	488	0
506	15	143	0
143	9	488	0
208	1	343	0
157	9	202	0
157	2	425	0
157	2	219	0
94	1	23	0
63	2	227	0
238	7	473	0
60	9	412	0
588	5	412	0
124	15	588	0
588	2	78	0
97	2	87	0
410	2	588	0
615	2	588	0
588	2	489	0
78	2	588	0
399	2	588	0
588	6	412	0
394	2	588	0
192	2	588	0
611	2	588	0
216	5	255	0
8	2	68	0
491	6	77	0
244	1	77	0
601	7	68	0
68	5	77	0
582	2	221	0
232	1	511	0
126	2	596	0
596	2	408	0
105	5	273	0
490	3	130	0
26	1	518	1
128	6	406	1
30	7	390	1
302	6	181	1
302	5	181	1
502	3	43	1
43	6	502	1
502	5	24	1
405	5	241	1
502	2	388	1
617	14	241	1
502	15	241	1
388	15	478	1
388	15	502	1
28	3	134	1
502	15	388	1
388	2	502	1
617	14	148	1
617	14	388	1
502	3	148	1
558	5	562	1
336	5	309	1
336	2	36	1
481	5	431	1
305	9	184	1
305	2	507	1
0	2	507	1
305	5	184	1
354	5	184	1
90	6	184	1
475	6	184	1
157	2	331	1
133	9	589	1
196	2	283	1
283	2	196	1
283	2	437	1
437	2	152	1
256	1	40	1
563	1	563	1
307	5	115	1
429	5	115	1
484	2	114	1
592	5	591	1
592	6	591	1
211	6	591	1
35	9	576	1
35	5	576	1
35	6	576	1
215	9	213	1
407	6	213	1
342	5	213	1
435	5	213	1
338	2	516	1
516	2	338	1
516	2	516	1
477	5	442	1
25	5	442	1
172	5	442	1
338	15	299	1
567	1	140	1
567	1	567	1
595	1	357	1
64	2	322	1
143	9	488	1
506	2	143	1
143	5	488	1
506	6	488	1
173	6	488	1
592	9	202	1
157	9	202	1
154	14	157	1
592	5	202	1
157	5	202	1
280	5	22	1
280	6	22	1
509	1	280	1
480	2	286	1
52	7	235	1
434	5	524	1
588	9	412	1
200	2	588	1
588	2	34	1
588	5	412	1
540	2	588	1
588	6	412	1
588	15	412	1
542	2	588	1
588	2	262	1
274	2	588	1
588	2	274	1
543	2	588	1
271	2	588	1
447	2	588	1
294	2	588	1
588	2	192	1
555	14	87	1
54	7	428	1
229	2	13	1
340	6	77	1
491	6	77	1
244	1	68	1
244	1	77	1
244	1	244	1
300	5	77	1
144	5	564	1
452	5	564	1
84	7	511	1
511	5	371	1
375	2	375	1
408	2	596	1
408	2	549	1
408	5	273	1
504	1	504	1
366	1	330	1
395	5	236	1
490	5	236	1
416	7	505	2
329	6	165	2
517	1	165	2
599	1	521	2
502	3	43	2
148	14	565	2
404	1	19	2
388	2	502	2
441	2	388	2
388	15	478	2
388	15	502	2
502	2	388	2
502	15	241	2
388	3	617	2
617	14	388	2
502	15	388	2
502	15	148	2
502	3	148	2
177	3	110	2
65	2	204	2
179	1	451	2
336	9	309	2
336	5	309	2
119	6	309	2
481	5	431	2
260	2	481	2
396	1	396	2
98	2	369	2
305	5	184	2
475	9	184	2
557	2	183	2
196	2	283	2
283	2	196	2
283	2	437	2
234	1	101	2
99	5	115	2
401	1	115	2
351	1	168	2
211	9	591	2
598	14	591	2
211	5	591	2
226	5	591	2
592	2	598	2
592	5	576	2
586	5	213	2
119	5	213	2
435	2	214	2
214	6	435	2
534	2	171	2
400	1	213	2
293	5	494	2
338	2	533	2
338	2	516	2
338	2	299	2
338	2	205	2
595	1	357	2
383	5	357	2
